Scheme Name	Asset Value
Baroda BNP Paribas Business Cycle Fund - Direct Plan - IDCW Option	14.6135
Baroda BNP Paribas Business Cycle Fund - Regular Plan - Growth	15.1814
Baroda BNP Paribas Business Cycle Fund - Regular Plan - IDCW Option	13.8544
Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - Growth Option	11.2020
Baroda BNP Paribas Energy Opportunities Fund - Direct Plan - IDCW Option	11.2020
Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - Growth Option	11.1530
Baroda BNP Paribas Energy Opportunities Fund - Regular Plan - ICDW Option	11.1530
BARODA BNP PARIBAS India Consumption Fund - Direct Plan - Growth Option	33.8548
BARODA BNP PARIBAS India Consumption Fund - Direct Plan - IDCW Option	23.5285
BARODA BNP PARIBAS India Consumption Fund - Regular Plan - Growth Option	30.6373
BARODA BNP PARIBAS India Consumption Fund - Regular Plan - IDCW Option	20.6381
Baroda BNP Paribas Innovation Fund Direct plan - Growth Option	11.7095
Baroda BNP Paribas Innovation Fund Direct plan - IDCW Option	11.7095
Baroda BNP Paribas Innovation Fund Regular plan - Growth Option	11.4761
Baroda BNP Paribas Innovation Fund Regular plan - IDCW Option	11.3606
Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option	9.4833
Baroda BNP Paribas Manufacturing Fund - Direct Plan - IDCW Option	9.4833
Baroda BNP Paribas Manufacturing Fund - Regular Plan - Growth Option	9.3504
Baroda BNP Paribas Manufacturing Fund - Regular Plan - IDCW Option	9.3504
CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - GROWTH OPTION	123.0300
CANARA ROBECO CONSUMER TRENDS FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	88.3500
CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - GROWTH OPTION	107.2400
CANARA ROBECO CONSUMER TRENDS FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	48.4800
CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - GROWTH OPTION	173.0600
CANARA ROBECO INFRASTRUCTURE FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	87.0500
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION	154.2600
CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	62.3800
Canara Robeco Manufacturing Fund - Direct Plan - Growth Option	12.0300
Canara Robeco Manufacturing Fund - Direct Plan - IDWC Option	12.0300
Canara Robeco Manufacturing Fund - Regular Plan - Growth Option	11.8200
Canara Robeco Manufacturing Fund -Regular Plan - IDWC Option	11.8100
DSP Banking & Financial Services Fund - Direct - Growth	13.230
DSP Banking & Financial Services Fund - Direct - IDCW	12.219
DSP Banking & Financial Services Fund - Regular - Growth	12.944
DSP Banking & Financial Services Fund - Regular - IDCW	12.944
DSP Business Cycle Fund - Direct - Growth	9.757
DSP Business Cycle Fund - Direct - IDCW	9.757
DSP Business Cycle Fund - Regular - Growth	9.693
DSP Business Cycle Fund - Regular - IDCW	9.693
DSP Healthcare Fund - Direct Plan - Growth	40.969
DSP Healthcare Fund - Direct Plan - IDCW	25.721
DSP Healthcare Fund - Regular Plan - Growth	37.200
DSP Healthcare Fund - Regular Plan - IDCW	23.404
DSP India T.I.G.E.R. Fund - Direct Plan - Growth	328.303
DSP India T.I.G.E.R. Fund - Direct Plan - IDCW	52.390
DSP India T.I.G.E.R. Fund - Regular Plan - Growth	302.522
DSP India T.I.G.E.R. Fund - Regular Plan - IDCW	28.422
DSP Natural Resources and New Energy Fund - Direct Plan - Growth	97.966
DSP Natural Resources and New Energy Fund - Direct Plan - IDCW	33.755
DSP Natural Resources And New Energy Fund - Regular - Growth	88.229
DSP Natural Resources And New Energy Fund - Regular Plan - IDCW	28.227
DSP Quant Fund - Direct Plan - Growth	21.708
DSP Quant Fund - Direct Plan - IDCW	17.991
DSP Quant Fund - Regular Plan - Growth	20.777
DSP Quant Fund - Regular Plan - IDCW	17.198
Edelweiss Business Cycle Fund - Direct Plan - Growth	8.6423
Edelweiss Business Cycle Fund - Direct Plan - IDCW Option	8.6423
Edelweiss Business Cycle Fund - Regular Plan - Growth	8.5263
Edelweiss Business Cycle Fund - Regular Plan - IDCW Option	8.5263
Edelweiss Consumption Fund - Direct - Growth	10.8275
Edelweiss Consumption Fund - Direct - IDCW - Payout	10.8275
Edelweiss Consumption Fund - Regular - Growth	10.7817
Edelweiss Consumption Fund - Regular - IDCW - Payout	10.7817
Edelweiss Recently Listed IPO Fund - DIRECT PLAN - IDCW Option	26.6665
Edelweiss Recently Listed IPO Fund Direct Plan Growth	26.6664
Edelweiss Recently Listed IPO Fund REGULAR PLAN - IDCW Option	24.9589
Edelweiss Recently Listed IPO Fund Regular Plan Growth	24.9601
Edelweiss Technology Fund - Direct Plan - Growth	11.3231
Edelweiss Technology Fund - Direct Plan - IDCW	11.3231
Edelweiss Technology Fund - Regular Plan - Growth	11.0861
Edelweiss Technology Fund - Regular Plan - IDCW	11.0861
Franklin Asian Equity Fund - Direct - Growth	32.0505
Franklin Asian Equity Fund - Direct - IDCW 	14.6771
Franklin Asian Equity Fund - Growth Plan	29.3495
Franklin Asian Equity Fund - IDCW 	13.8536
Franklin Build India Fund - Direct - Growth	157.7604
Franklin Build India Fund - Direct - IDCW 	51.8007
Franklin Build India Fund - IDCW 	42.9696
Franklin Build India Fund Growth Plan	137.4222
Franklin India Opportunities Fund - Direct - Growth	268.2743
Franklin INDIA OPPORTUNITIES FUND - Direct - IDCW 	42.5018
Franklin India Opportunities Fund - Growth	243.6853
Franklin INDIA OPPORTUNITIES FUND - IDCW 	37.8836
Franklin India Technology Fund - Direct - Growth	542.4108
Franklin India Technology Fund - Direct - IDCW 	51.4526
Franklin India Technology Fund - IDCW 	46.1533
Franklin India Technology Fund-Growth	493.4655
Groww Banking & Financial Services Fund - Direct Plan - Growth	11.4856
Groww Banking & Financial Services Fund - Regular - Growth	11.2029
Groww Banking & Financial Services Fund - Regular Plan - IDCW	11.2029
Groww Banking & Financial Services Fund-IDCW	11.4848
HDFC Banking & Financial Services Fund - Growth Option	16.547
HDFC Banking & Financial Services Fund - Growth Option - Direct Plan	17.528
HDFC Banking & Financial Services Fund - IDCW Option	14.525
HDFC Banking & Financial Services Fund - IDCW Option - Direct Plan	15.491
HDFC Business Cycle Fund - Growth Option	14.009
HDFC Business Cycle Fund - Growth Option - Direct Plan	14.46
HDFC Business Cycle Fund - IDCW Option	14.009
HDFC Business Cycle Fund - IDCW Option - Direct Plan	14.46
HDFC Defence Fund - Growth Option	23.175
HDFC Defence Fund - Growth Option - Direct Plan	23.717
HDFC Defence Fund - IDCW Option	23.175
HDFC Defence Fund - IDCW Option - Direct Plan	23.717
HDFC Housing Opportunities Fund  - Growth Option	21.928
HDFC Housing Opportunities Fund  - Growth Option - Direct Plan	23.661
HDFC Housing Opportunities Fund  - IDCW Option	15.72
HDFC Housing Opportunities Fund  - IDCW Option - Direct Plan	17.349
HDFC Infrastructure Fund - Growth Option - Direct Plan	51.639
HDFC Infrastructure Fund - Growth Plan	46.793
HDFC Infrastructure Fund - IDCW Option - Direct Plan	31.601
HDFC Infrastructure Fund - IDCW Plan	20.068
HDFC Manufacturing fund - Growth Option - Direct Plan	10.425
HDFC Manufacturing fund - Growth Option - Regular Plan	10.296
HDFC Manufacturing fund - IDCW - Direct Plan	10.425
HDFC Manufacturing fund - IDCW - Regular Plan	10.296
HDFC MNC Fund - Growth Option	12.831
HDFC MNC Fund - Growth Option - Direct Plan	13.172
HDFC MNC Fund - IDCW Option	12.831
HDFC MNC Fund - IDCW Option - Direct Plan	13.172
HDFC Non-Cyclical Consumer Fund - Growth Option	13.687
HDFC Non-Cyclical Consumer Fund - Growth Option - Direct Plan	14.001
HDFC Non-Cyclical Consumer Fund - IDCW Option	13.687
HDFC Non-Cyclical Consumer Fund - IDCW Option - Direct Plan	14.001
HDFC Pharma and Healthcare Fund - Growth Option	16.071
HDFC Pharma and Healthcare Fund - Growth Option - Direct Plan	16.393
HDFC Pharma and Healthcare Fund - IDCW Option	16.071
HDFC Pharma and Healthcare Fund - IDCW Option - Direct Plan	16.393
HDFC Technology Fund - Growth Option	13.359
HDFC Technology Fund - Growth Option - Direct Plan	13.638
HDFC Technology Fund - IDCW Option	13.359
HDFC Technology Fund - IDCW Option - Direct Plan	13.638
HDFC Transportation and Logistics Fund - Growth Option	15.118
HDFC Transportation and Logistics Fund - Growth Option - Direct Plan	15.441
HDFC Transportation and Logistics Fund - IDCW Option	15.118
HDFC Transportation and Logistics Fund - IDCW Option - Direct Plan	15.441
Helios Financial Services Fund - Direct Plan - Growth Option	11.14
Helios Financial Services Fund - Direct Plan - IDCW Option	11.14
Helios Financial Services Fund - Regular Plan - Growth Option	10.97
Helios Financial Services Fund - Regular Plan - IDCW Option	10.98
HSBC Business Cycles Fund - Direct Growth	45.6427
HSBC Business Cycles Fund - Direct IDCW	28.5703
HSBC Business Cycles Fund - Regular Growth	41.5437
HSBC Business Cycles Fund - Regular IDCW	26.2476
HSBC Consumption Fund - Direct Growth	14.1375
HSBC Consumption Fund - Direct IDCW	14.1374
HSBC Consumption Fund - Regular Growth	13.8059
HSBC Consumption Fund - Regular IDCW	13.8059
HSBC Financial Services Fund - Direct Growth	11.152
HSBC Financial Services Fund - Direct IDCW	11.1518
HSBC Financial Services Fund - Regular Growth	11.1144
HSBC Financial Services Fund - Regular IDCW	11.1144
HSBC India Export Opportunities Fund - Direct Growth	9.4825
HSBC India Export Opportunities Fund - Direct IDCW	9.4825
HSBC India Export Opportunities Fund - Regular Growth	9.3952
HSBC India Export Opportunities Fund - Regular IDCW	9.3952
HSBC Infrastructure Fund - Direct Growth	51.5671
HSBC Infrastructure Fund - Direct IDCW	40.4437
HSBC Infrastructure Fund - Regular Growth	45.9422
HSBC Infrastructure Fund - Regular IDCW	36.2749
ICICI Prudential Banking and Financial Services Fund -  Growth	130.81
ICICI Prudential Banking and Financial Services Fund -  IDCW	30.44
ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth	147.09
ICICI Prudential Banking and Financial Services Fund - Direct Plan -  IDCW	73.02
ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth Option	26.18
ICICI Prudential Bharat Consumption Fund - Direct Plan - IDCW Option	18.52
ICICI Prudential Bharat Consumption Fund - Growth Option	24.40
ICICI Prudential Bharat Consumption Fund - IDCW Option	16.90
ICICI Prudential Business Cycle Fund Direct Plan Growth	24.91
ICICI Prudential Business Cycle Fund Direct Plan IDCW	19.57
ICICI Prudential Business Cycle Fund Growth	23.62
ICICI Prudential Business Cycle Fund IDCW	18.34
ICICI Prudential Commodities Fund - Direct Plan - Growth Option	43.41
ICICI Prudential Commodities Fund - Direct Plan - IDCW Option	30.87
ICICI Prudential Commodities Fund - Growth Option	40.27
ICICI Prudential Commodities Fund - IDCW Option	28.00
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - Growth	10.08
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - IDCW	10.08
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Growth	9.97
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - IDCW	9.97
ICICI Prudential Equity Minimum Variance Fund - Direct Plan - Growth	10.43
ICICI Prudential Equity Minimum Variance Fund - Direct Plan - IDCW	10.43
ICICI Prudential Equity Minimum Variance Fund - Growth	10.37
ICICI Prudential Equity Minimum Variance Fund - IDCW	10.37
ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth	23.46
ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - IDCW	17.91
ICICI Prudential ESG Exclusionary Strategy Fund - Growth	22.06
ICICI Prudential ESG Exclusionary Strategy Fund - IDCW	16.62
ICICI Prudential Exports & Services Fund - Direct Plan - Growth	174.26
ICICI Prudential Exports & Services Fund - Direct Plan - IDCW	77.40
ICICI Prudential Exports & Services Fund - Growth	160.15
ICICI Prudential Exports & Services Fund - IDCW	39.38
ICICI Prudential FMCG Fund - Direct Plan -  Growth	525.03
ICICI Prudential FMCG Fund - Direct Plan -  IDCW	172.37
ICICI Prudential FMCG Fund - Growth	476.94
ICICI Prudential FMCG Fund - IDCW	88.15
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan Growth	17.53
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Direct Plan IDCW	16.12
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - Growth	16.83
ICICI PRUDENTIAL HOUSING OPPORTUNITIES FUND - IDCW	15.43
ICICI Prudential India Opportunities Fund - Cumulative Option	34.89
ICICI Prudential India Opportunities Fund - Direct Plan - Cumulative Option	37.94
ICICI Prudential India Opportunities Fund - Direct Plan - IDCW Option	25.34
ICICI Prudential India Opportunities Fund - IDCW Option	22.57
ICICI Prudential Infrastructure Fund - Direct Plan -  Growth	206.63
ICICI Prudential Infrastructure Fund - Direct Plan -  IDCW	47.70
ICICI Prudential Infrastructure Fund - Growth	190.69
ICICI Prudential Infrastructure Fund - IDCW	29.41
ICICI Prudential Innovation Fund - Direct Plan - Growth	18.15
ICICI Prudential Innovation Fund - Direct Plan - IDCW	16.67
ICICI Prudential Innovation Fund - Growth	17.72
ICICI Prudential Innovation Fund - IDCW	16.24
ICICI Prudential Manufacturing Fund - Cumulative Option	33.59
ICICI Prudential Manufacturing Fund - Direct Plan - Cumulative Option	36.10
ICICI Prudential Manufacturing Fund - Direct Plan - IDCW Option	23.42
ICICI Prudential Manufacturing Fund - IDCW Option	21.19
ICICI Prudential MNC Fund - Direct Plan - Growth Option	29.26
ICICI Prudential MNC Fund - Direct Plan - IDCW Option	19.13
ICICI Prudential MNC Fund - Growth Option	27.08
ICICI Prudential MNC Fund - IDCW Option	17.23
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Cumulative Option	37.82
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - Cumulative Option	40.69
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - IDCW Option	26.56
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - IDCW Option	24.06
ICICI Prudential PSU Equity Fund - Direct Plan - Growth	21.17
ICICI Prudential PSU Equity Fund - Direct Plan - IDCW	19.45
ICICI Prudential PSU Equity Fund - Growth	20.37
ICICI Prudential PSU Equity Fund - IDCW	18.66
ICICI Prudential Quant Fund Direct Plan Growth	22.86
ICICI Prudential Quant Fund Direct Plan IDCW	16.07
ICICI Prudential Quant Fund Growth	22.20
ICICI Prudential Quant Fund IDCW	15.49
ICICI Prudential Rural Opportunities Fund - Direct Plan - Growth	10.80
ICICI Prudential Rural Opportunities Fund - Direct Plan - IDCW	10.80
ICICI Prudential Rural Opportunities Fund - Growth	10.75
ICICI Prudential Rural Opportunities Fund - IDCW	10.75
ICICI Prudential Technology Fund - Direct Plan -  Growth	216.24
ICICI Prudential Technology Fund - Direct Plan -  IDCW	138.29
ICICI Prudential Technology Fund - Growth	194.75
ICICI Prudential Technology Fund - IDCW	67.11
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - Growth	18.43
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Direct Plan - IDCW	17.00
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - Growth	17.81
ICICI PRUDENTIAL TRANSPORTATION AND LOGISTICS FUND - IDCW	16.39
ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth	68.42
ICICI Prudential US Bluechip Equity Fund - Direct Plan -  IDCW	68.42
ICICI Prudential US Bluechip Equity Fund - Growth	61.36
ICICI Prudential US Bluechip Equity Fund - IDCW	61.36
Invesco India Business Cycle Fund - Direct Plan - Growth	11.35
Invesco India Business Cycle Fund - Direct Plan - IDCW	11.35
Invesco India Business Cycle Fund - Growth	11.31
Invesco India Business Cycle Fund - IDCW	11.31
Invesco India ESG Integration Strategy Fund - Direct Plan - Growth	18.44
Invesco India ESG Integration Strategy Fund - Direct Plan - IDCW (Payout / Reinvestment)	15.04
Invesco India ESG Integration Strategy Fund - Growth	17.24
Invesco India ESG Integration Strategy Fund - IDCW (Payout / Reinvestment)	13.91
Invesco India Financial Services Fund - Direct Plan - Growth	157.44
Invesco India Financial Services Fund - Direct Plan - IDCW (Payout / Reinvestment)	81.05
Invesco India Financial Services Fund - Regular Plan -  IDCW (Payout / Reinvestment)	67.32
Invesco India Financial Services Fund - Retail Growth	132.02
Invesco India Infrastructure Fund - Direct Plan - Growth Option	74.14
Invesco India Infrastructure Fund - Direct Plan - IDCW (Payout / Reinvestment)	49.61
Invesco India Infrastructure Fund - Growth Option	61.83
Invesco India Infrastructure Fund - IDCW (Payout / Reinvestment)	39.74
Invesco India Manufacturing Fund - Direct - Growth	9.93
Invesco India Manufacturing Fund - Direct - IDCW	9.93
Invesco India Manufacturing Fund - Regular - Growth	9.81
Invesco India Manufacturing Fund - Regular - IDCW	9.82
Invesco India PSU Equity Fund - Direct Plan - Growth	73.83
Invesco India PSU Equity Fund - Direct Plan - IDCW (Payout / Reinvestment)	49.81
Invesco India PSU Equity Fund - Growth	62.36
Invesco India PSU Equity Fund - IDCW (Payout / Reinvestment)	41.25
Invesco India Technology Fund - Direct - Growth	9.16
Invesco India Technology Fund - Direct - IDCW	9.16
Invesco India Technology Fund - Regular - Growth	9.06
Invesco India Technology Fund - Regular - IDCW	9.06
ITI Banking and Financial Services Fund - Direct Plan - Growth Option	15.7136
ITI Banking and Financial Services Fund - Direct Plan - IDCW Option	15.7136
ITI Banking and Financial Services Fund - Regular Plan - IDCW Option	14.6536
ITI Banking and Financial Services Fund -Regular Plan - Growth Option	14.6536
ITI Bharat Consumption Fund - Direct Plan - Growth	10.9811
ITI Bharat Consumption Fund - Direct Plan - IDCW Option	10.9811
ITI Bharat Consumption Fund - Regular Plan - IDCW Option	10.9353
ITI Bharat Consumption Fund - Regular Plan Plan - Growth	10.9353
ITI Pharma and Healthcare Fund - Direct Plan - Growth Option	17.0816
ITI Pharma and Healthcare Fund - Direct Plan - IDCW Option	17.0816
ITI Pharma and Healthcare Fund - Regular Plan - Growth Option	15.8941
ITI Pharma and Healthcare Fund - Regular Plan - IDCW Option	15.8941
Kotak Banking & Financial Services Fund - Direct Plan - Growth	15.591
Kotak Banking & Financial Services Fund - Direct Plan - IDCW Payout	15.59
Kotak Banking & Financial Services Fund - Regular Plan - Growth	15.047
Kotak Banking & Financial Services Fund - Regular Plan - IDCW Payout	15.047
Kotak Business Cycle - Direct Plan - Growth	16.1
Kotak Business Cycle Fund-Direct Plan-IDCW option	16.099
Kotak Business Cycle Fund-Regular Plan--Growth	15.444
Kotak Business Cycle Fund-Regular Plan-IDCW option	15.444
Kotak Consumption Fund - Direct plan - Growth Option	13.264
Kotak Consumption Fund - Direct plan - IDCW Option	13.263
Kotak Consumption Fund - Regular plan - Growth Option	12.942
Kotak Consumption Fund - Regular plan - IDCW Option	12.94
Kotak Energy Opportunities Fund-Direct-Growth	10.121
Kotak Energy Opportunities Fund-Direct-IDCW-Payout & Reinvestment	10.121
Kotak Energy Opportunities Fund-Regular-Growth	10.11
Kotak Energy Opportunities Fund-Regular-IDCW-Payout & Reinvestment	10.11
Kotak ESG Exclusionary Strategy Fund - Direct Plan - Growth Option	17.831
Kotak ESG Exclusionary Strategy Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option	17.832
Kotak ESG Exclusionary Strategy Fund - Regular Plan - Growth Option	16.587
Kotak ESG Exclusionary Strategy Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option	16.587
Kotak Healthcare Fund - Direct Plan - Growth Option	13.287
Kotak Healthcare Fund - Direct Plan - IDCW Option	13.286
Kotak Healthcare Fund - Regular Plan - Growth Option	12.974
Kotak Healthcare Fund - Regular Plan - IDCW Option	12.978
Kotak Infrastructure & Economic Reform Fund - Standard Plan-Growth	63.148
Kotak Infrastructure & Economic Reform Fund - Standard Plan-Payout of Income Distribution cum capital withdrawal option	50.504
Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option	74.357
Kotak Infrastructure & Economic Reform Fund- Direct Plan- Payout of Income Distribution cum capital withdrawal option	73.507
Kotak Manufacture in India Fund - Direct Plan Growth	18.96
Kotak Manufacture in India Fund - Direct Plan IDCW Option	18.96
Kotak Manufacture in India Fund - Regular Plan Growth	18.001
Kotak Manufacture in India Fund - Regular Plan IDCW Option	18.001
Kotak MNC Fund-Direct Plan-Growth	9.735
Kotak MNC Fund-Direct Plan-IDCW Option	9.736
Kotak MNC Fund-Regular Plan- Growth	9.655
KotaK MNC Fund-Regular Plan-IDCW OPTION	9.655
Kotak Pioneer Fund- Direct Plan- Growth Option	32.277
Kotak Pioneer Fund- Regular Plan- Growth Option	29.551
Kotak Pioneer Fund- Regular Plan- Reinvestment of Income Distribution cum capital withdrawal option	29.565
Kotak Pioneer Fund-Direct Plan-Reinvestment of Income Distribution cum capital withdrawal option	32.272
Kotak Quant Fund - Direct Plan - Growth Option	14.372
Kotak Quant Fund - Direct plan - IDCW Payout	14.372
Kotak Quant Fund - Regular Plan - Growth Option	14.309
Kotak Quant Fund - Regular Plan - IDCW Payout	14.199
Kotak Special Opportunities Fund - Direct Plan - Growth Option	9.496
Kotak Special Opportunities Fund - Direct Plan - IDCW Payout Option	9.497
Kotak Special Opportunities Fund - Regular Plan - Growth Option	9.378
Kotak Special Opportunities Fund - Regular Plan - IDCW Option	9.378
Kotak Technology Fund - Direct Plan - Growth Option	11.405
Kotak Technology Fund - Direct Plan - IDCW Option	11.405
Kotak Technology Fund - Regular Plan - Growth Option	11.207
Kotak Technology Fund - Regular Plan - IDCW Option	11.208
Kotak Transportation & Logistics Fund-Direct -IDCW-PAYOUT & REINVESTMENT	9.996
Kotak Transportation & Logistics Fund-Direct Growth	9.996
Kotak Transportation & Logistics Fund-Regular-Growth	9.928
Kotak Transportation & Logistics Fund-Regular-IDCW Payout & Reinvestment	9.929
LIC MF Banking and Financial Services Fund-Direct Plan-Growth	22.8057
LIC MF Banking and Financial Services Fund-Direct Plan-IDCW	22.6549
LIC MF Banking and Financial Services Fund-Regular Plan-Growth	20.2502
LIC MF Banking and Financial Services Fund-Regular Plan-IDCW	20.2467
LIC MF Healthcare Fund-Direct Plan-Growth	30.4893
LIC MF Healthcare Fund-Direct Plan-IDCW	30.4826
LIC MF Healthcare Fund-Regular Plan-Growth	27.9885
LIC MF Healthcare Fund-Regular Plan-IDCW	27.9889
LIC MF Infrastructure Fund-Direct Plan-Growth	53.8367
LIC MF Infrastructure Fund-Direct Plan-IDCW	52.8633
LIC MF Infrastructure Fund-Regular Plan-Growth	47.2387
LIC MF Infrastructure Fund-Regular Plan-IDCW	47.2399
LIC MF Manufacturing Fund-Direct Plan-Growth	9.5674
LIC MF Manufacturing Fund-Direct Plan-IDCW	9.5674
LIC MF Manufacturing Fund-Regular Plan-Growth	9.4662
LIC MF Manufacturing Fund-Regular Plan-IDCW	9.4662
Mahindra Manulife Business Cycle Fund - Direct Plan - Growth	14.7466
Mahindra Manulife Business Cycle Fund - Direct Plan - IDCW	13.6208
Mahindra Manulife Business Cycle Fund - Regular Plan - IDCW	13.1915
Mahindra Manulife Business Cycle Fund-  Regular Plan - Growth	14.3132
Mahindra Manulife Consumption Fund - Direct Plan - IDCW	18.9416
Mahindra Manulife Consumption Fund - Direct Plan -Growth	24.5159
Mahindra Manulife Consumption Fund - Regular Plan - IDCW	16.5331
Mahindra Manulife Consumption Fund- Regular Plan - Growth	21.9332
Mahindra Manulife Manufacturing Fund - Direct Plan - Growth	9.6298
Mahindra Manulife Manufacturing Fund - Direct Plan - IDCW	9.6298
Mahindra Manulife Manufacturing Fund - Regular Plan - Growth	9.4899
Mahindra Manulife Manufacturing Fund - Regular Plan - IDCW	9.4899
Mirae Asset Banking and Financial Services Fund Direct  IDCW	21.233
Mirae Asset Banking and Financial Services Fund Direct Growth	21.316
Mirae Asset Banking and Financial Services Fund Regular Growth	19.873
Mirae Asset Banking and Financial Services Fund Regular IDCW	19.898
Mirae Asset Great Consumer Fund - Direct Plan - Growth	106.154
Mirae Asset Great Consumer Fund - Regular Plan - Growth option	89.273
Mirae Asset Great Consumer Fund Direct IDCW	63.738
Mirae Asset Great Consumer Fund Regular IDCW	25.011
Mirae Asset Healthcare Fund -Regular Growth	36.602
Mirae Asset Healthcare Fund Direct Growth	40.711
Mirae Asset Healthcare Fund Direct IDCW	26.748
Mirae Asset Healthcare Fund Regular IDCW	23.498
Motilal Oswal Active Momentum Fund - Regular- IDCW	10.2930
Motilal Oswal Active Momentum Fund- Direct-Growth	10.2948
Motilal Oswal Active Momentum Fund- Direct-IDCW	10.2948
Motilal Oswal Active Momentum Fund- Regular- Growth	10.2930
Motilal Oswal Business Cycle Fund - Direct Plan- Growth	12.2400
Motilal Oswal Business Cycle Fund - Direct Plan- IDCW	12.2393
Motilal Oswal Business Cycle Fund-Regular Plan-Growth	12.0988
Motilal Oswal Business Cycle Fund-Regular Plan-IDCW	12.0989
Motilal Oswal Digital India Fund - Direct Plan - Growth	9.7659
Motilal Oswal Digital India Fund - Direct Plan- IDCW	9.7660
Motilal Oswal Digital India Fund - Regular Plan - IDCW	9.6859
Motilal Oswal Digital India Fund - Regular Plan- Growth	9.6859
Motilal Oswal Infrastructure Fund-Direct-Growth	10.5087
Motilal Oswal Infrastructure Fund-Direct-IDCW	10.5087
Motilal Oswal Infrastructure Fund-Regular-Growth	10.5085
Motilal Oswal Infrastructure Fund-Regular-IDCW	10.5085
Motilal Oswal Innovation Opportunities Fund - Direct Plan- Growth	11.4426
Motilal Oswal Innovation Opportunities Fund - Direct Plan- IDCW	11.4426
Motilal Oswal Innovation Opportunities Fund- Regular Plan- Growth	11.4089
Motilal Oswal Innovation Opportunities Fund- Regular Plan- IDCW	11.4089
Motilal Oswal Manufacturing Fund - Direct Plan - IDCW	11.0039
Motilal Oswal Manufacturing Fund - Direct Plan- Growth	11.0039
Motilal Oswal Manufacturing Fund - Regular Plan - IDCW	10.8859
Motilal Owsal Manufacturing Fund - Regular Plan - Growth	10.8861
Motilal Oswal Quant Fund - Direct - Growth	10.0015
Motilal Oswal Quant Fund - Direct - IDCW	9.4051
Motilal Oswal Quant Fund - Regular - Growth	9.4515
Motilal Oswal Quant Fund - Regular - IDCW	8.7121
Nippon India Active Momentum Fund - Regular Plan- Growth Option	11.2347
Nippon India Active Momentum Fund- Direct Plan IDCW Option	11.2591
Nippon India Active Momentum Fund- Regular Plan- IDCW Option	11.2347
Nippon India Active Momentum Fund-Direct Plan - Growth Option	11.2591
Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Bonus Option	668.8320
Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option	668.8320
Nippon India Banking & Financial Services Fund - IDCW Option	70.2289
Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option	104.7236
Nippon India Banking & Financial Services Fund-Growth Plan-Bonus Option	612.9165
Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option	612.9165
NIPPON INDIA CONSUMPTION FUND - DIRECT Plan - IDCW Option	57.7459
Nippon India Consumption Fund - Direct Plan Growth Plan - Bonus	218.4545
Nippon India Consumption Fund - Direct Plan Growth Plan - Growth Option	218.4545
NIPPON INDIA CONSUMPTION FUND - IDCW Option	37.9932
Nippon India Consumption Fund-Growth Plan-Bonus Option	194.9158
Nippon India Consumption Fund-Growth Plan-Growth Option	194.9158
Nippon India Innovation Fund-Direct Plan-Growth Option	13.7013
Nippon India Innovation Fund-Direct Plan-IDCW Option	13.7013
Nippon India Innovation Fund-Regular Plan-Growth Option	13.3913
